pump_combination                                                                                  , target_q, prevalence, power , pump      , speed , q  , pump_power
"{""grundfos_0"": 2529.0, ""grundfos_1"": 2529.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}",      648,      64.01, 157.96, grundfos_1, 2529.0, 162,      39.49
"{""grundfos_0"": 2529.0, ""grundfos_1"": 2529.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}",      648,      64.01, 157.96, grundfos_2, 2529.0, 162,      39.49
"{""grundfos_0"": 2529.0, ""grundfos_1"": 2529.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}",      648,      64.01, 157.96, grundfos_3, 2529.0, 162,      39.49
"{""grundfos_0"": 2624.0, ""grundfos_1"": 2674.0}"                                                ,      770,      64.01, 184.12, grundfos_0, 2613.0, 187,      44.76
"{""grundfos_0"": 2624.0, ""grundfos_1"": 2674.0}"                                                ,      770,      64.01, 184.12, grundfos_0, 2624.0, 190,      45.44
"{""grundfos_0"": 2624.0, ""grundfos_1"": 2674.0}"                                                ,      770,      64.01, 184.12, grundfos_1, 2624.0, 190,      45.44
"{""grundfos_0"": 2624.0, ""grundfos_1"": 2674.0}"                                                ,      770,      64.01, 184.12, grundfos_1, 2674.0, 203,      48.48
"{""grundfos_1"": 2647.0, ""grundfos_3"": 2647.0}"                                                ,      774,      64.03, 185.02, grundfos_1, 2628.0, 191,      45.68
"{""grundfos_1"": 2647.0, ""grundfos_3"": 2647.0}"                                                ,      774,      64.03, 185.02, grundfos_1, 2647.0, 196,      46.83
"{""grundfos_1"": 2647.0, ""grundfos_3"": 2647.0}"                                                ,      774,      64.03, 185.02, grundfos_3, 2628.0, 191,      45.68
"{""grundfos_1"": 2647.0, ""grundfos_3"": 2647.0}"                                                ,      774,      64.03, 185.02, grundfos_3, 2647.0, 196,      46.83
"{""grundfos_0"": 2933.0, ""grundfos_1"": 2933.0, ""grundfos_2"": 2933.0, ""grundfos_3"": 2933.0}",     1040,      64.05, 257.88, grundfos_0, 2933.0, 260,      64.47
"{""grundfos_0"": 2933.0, ""grundfos_1"": 2933.0, ""grundfos_2"": 2933.0, ""grundfos_3"": 2933.0}",     1040,      64.05, 257.88, grundfos_1, 2933.0, 260,      64.47
"{""grundfos_0"": 2933.0, ""grundfos_1"": 2933.0, ""grundfos_2"": 2933.0, ""grundfos_3"": 2933.0}",     1040,      64.05, 257.88, grundfos_2, 2933.0, 260,      64.47
"{""grundfos_0"": 2933.0, ""grundfos_1"": 2933.0, ""grundfos_2"": 2933.0, ""grundfos_3"": 2933.0}",     1040,      64.05, 257.88, grundfos_3, 2933.0, 260,      64.47
"{""grundfos_0"": 2903.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0}"                        ,     1015,      64.04, 250.01, grundfos_0, 2903.0, 254,      62.58
"{""grundfos_0"": 2903.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0}"                        ,     1015,      64.04, 250.01, grundfos_1, 2898.0, 253,      62.27
"{""grundfos_0"": 2903.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0}"                        ,     1015,      64.04, 250.01, grundfos_1, 2908.0, 255,      62.89
"{""grundfos_0"": 2903.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0}"                        ,     1015,      64.04, 250.01, grundfos_2, 2898.0, 253,      62.27
"{""grundfos_0"": 2371.0, ""grundfos_1"": 2371.0, ""grundfos_2"": 2359.0, ""grundfos_3"": 2371.0}",      355,      64.0 , 105.8 , grundfos_0, 2371.0,  91,      26.81
"{""grundfos_0"": 2371.0, ""grundfos_1"": 2371.0, ""grundfos_2"": 2359.0, ""grundfos_3"": 2371.0}",      355,      64.0 , 105.8 , grundfos_1, 2371.0,  91,      26.81
"{""grundfos_0"": 2371.0, ""grundfos_1"": 2371.0, ""grundfos_2"": 2359.0, ""grundfos_3"": 2371.0}",      355,      64.0 , 105.8 , grundfos_2, 2359.0,  82,      25.37
"{""grundfos_0"": 2371.0, ""grundfos_1"": 2371.0, ""grundfos_2"": 2359.0, ""grundfos_3"": 2371.0}",      355,      64.0 , 105.8 , grundfos_3, 2371.0,  91,      26.81
"{""grundfos_0"": 2979.0, ""grundfos_1"": 2979.0, ""grundfos_3"": 2928.0}"                        ,     1053,      64.05, 262.17, grundfos_0, 2979.0, 269,      67.4
"{""grundfos_0"": 2979.0, ""grundfos_1"": 2979.0, ""grundfos_3"": 2928.0}"                        ,     1053,      64.05, 262.17, grundfos_1, 2979.0, 269,      67.4
"{""grundfos_0"": 2979.0, ""grundfos_1"": 2979.0, ""grundfos_3"": 2928.0}"                        ,     1053,      64.05, 262.17, grundfos_3, 2913.0, 256,      63.21
"{""grundfos_0"": 2979.0, ""grundfos_1"": 2979.0, ""grundfos_3"": 2928.0}"                        ,     1053,      64.05, 262.17, grundfos_3, 2928.0, 259,      64.16
"{""grundfos_1"": 2307.0, ""grundfos_2"": 2312.0, ""grundfos_3"": 2312.0}"                        ,       98,      64.03,  72.34, grundfos_1, 2307.0,  21,      17.77
"{""grundfos_1"": 2307.0, ""grundfos_2"": 2312.0, ""grundfos_3"": 2312.0}"                        ,       98,      64.03,  72.34, grundfos_2, 2307.0,  21,      17.77
"{""grundfos_1"": 2307.0, ""grundfos_2"": 2312.0, ""grundfos_3"": 2312.0}"                        ,       98,      64.03,  72.34, grundfos_2, 2312.0,  28,      18.4
"{""grundfos_1"": 2307.0, ""grundfos_2"": 2312.0, ""grundfos_3"": 2312.0}"                        ,       98,      64.03,  72.34, grundfos_3, 2312.0,  28,      18.4
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2342.0, ""grundfos_3"": 2341.0}"                        ,      261,      64.02,  91.51, grundfos_1, 2341.0,  65,      22.84
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2342.0, ""grundfos_3"": 2341.0}"                        ,      261,      64.02,  91.51, grundfos_2, 2341.0,  65,      22.84
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2342.0, ""grundfos_3"": 2341.0}"                        ,      261,      64.02,  91.51, grundfos_2, 2342.0,  66,      22.99
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2342.0, ""grundfos_3"": 2341.0}"                        ,      261,      64.02,  91.51, grundfos_3, 2341.0,  65,      22.84
"{""grundfos_1"": 2308.0, ""grundfos_2"": 2313.0, ""grundfos_3"": 2308.0}"                        ,       99,      64.01,  72.38, grundfos_1, 2308.0,  23,      17.93
"{""grundfos_1"": 2308.0, ""grundfos_2"": 2313.0, ""grundfos_3"": 2308.0}"                        ,       99,      64.01,  72.38, grundfos_2, 2308.0,  23,      17.93
"{""grundfos_1"": 2308.0, ""grundfos_2"": 2313.0, ""grundfos_3"": 2308.0}"                        ,       99,      64.01,  72.38, grundfos_2, 2313.0,  30,      18.59
"{""grundfos_1"": 2308.0, ""grundfos_2"": 2313.0, ""grundfos_3"": 2308.0}"                        ,       99,      64.01,  72.38, grundfos_3, 2308.0,  23,      17.93
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2409.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2391.0}",      437,      64.0 , 119.37, grundfos_0, 2391.0, 104,      28.95
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2409.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2391.0}",      437,      64.0 , 119.37, grundfos_1, 2409.0, 114,      30.65
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2409.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2391.0}",      437,      64.0 , 119.37, grundfos_2, 2411.0, 115,      30.82
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2409.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2391.0}",      437,      64.0 , 119.37, grundfos_3, 2391.0, 104,      28.95
"{""grundfos_0"": 2647.0, ""grundfos_1"": 2647.0, ""grundfos_2"": 2647.0, ""grundfos_3"": 2647.0}",      784,      64.03, 187.32, grundfos_0, 2647.0, 196,      46.83
"{""grundfos_0"": 2647.0, ""grundfos_1"": 2647.0, ""grundfos_2"": 2647.0, ""grundfos_3"": 2647.0}",      784,      64.03, 187.32, grundfos_1, 2647.0, 196,      46.83
"{""grundfos_0"": 2647.0, ""grundfos_1"": 2647.0, ""grundfos_2"": 2647.0, ""grundfos_3"": 2647.0}",      784,      64.03, 187.32, grundfos_2, 2647.0, 196,      46.83
"{""grundfos_0"": 2647.0, ""grundfos_1"": 2647.0, ""grundfos_2"": 2647.0, ""grundfos_3"": 2647.0}",      784,      64.03, 187.32, grundfos_3, 2647.0, 196,      46.83
"{""grundfos_0"": 2338.0, ""grundfos_1"": 2331.0, ""grundfos_3"": 2338.0}"                        ,      232,      64.01,  87.5 , grundfos_0, 2338.0,  62,      22.41
"{""grundfos_0"": 2338.0, ""grundfos_1"": 2331.0, ""grundfos_3"": 2338.0}"                        ,      232,      64.01,  87.5 , grundfos_1, 2331.0,  54,      21.34
"{""grundfos_0"": 2338.0, ""grundfos_1"": 2331.0, ""grundfos_3"": 2338.0}"                        ,      232,      64.01,  87.5 , grundfos_3, 2331.0,  54,      21.34
"{""grundfos_0"": 2338.0, ""grundfos_1"": 2331.0, ""grundfos_3"": 2338.0}"                        ,      232,      64.01,  87.5 , grundfos_3, 2338.0,  62,      22.41
"{""grundfos_0"": 2338.0, ""grundfos_2"": 2338.0, ""grundfos_3"": 2337.0}"                        ,      234,      64.01,  87.79, grundfos_0, 2338.0,  62,      22.41
"{""grundfos_0"": 2338.0, ""grundfos_2"": 2338.0, ""grundfos_3"": 2337.0}"                        ,      234,      64.01,  87.79, grundfos_2, 2338.0,  62,      22.41
"{""grundfos_0"": 2338.0, ""grundfos_2"": 2338.0, ""grundfos_3"": 2337.0}"                        ,      234,      64.01,  87.79, grundfos_3, 2327.0,  49,      20.7
"{""grundfos_0"": 2338.0, ""grundfos_2"": 2338.0, ""grundfos_3"": 2337.0}"                        ,      234,      64.01,  87.79, grundfos_3, 2337.0,  61,      22.27
"{""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2878.0}"                        ,      939,      64.0 , 227.5 , grundfos_1, 2771.0, 226,      54.39
"{""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2878.0}"                        ,      939,      64.0 , 227.5 , grundfos_1, 2798.0, 232,      56.05
"{""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2878.0}"                        ,      939,      64.0 , 227.5 , grundfos_2, 2798.0, 232,      56.05
"{""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2878.0}"                        ,      939,      64.0 , 227.5 , grundfos_3, 2878.0, 249,      61.01
"{""grundfos_2"": 2303.0, ""grundfos_3"": 2303.0}"                                                ,       46,      64.01,  68.02, grundfos_2, 2296.0,   7,      16.66
"{""grundfos_2"": 2303.0, ""grundfos_3"": 2303.0}"                                                ,       46,      64.01,  68.02, grundfos_2, 2303.0,  16,      17.35
"{""grundfos_2"": 2303.0, ""grundfos_3"": 2303.0}"                                                ,       46,      64.01,  68.02, grundfos_3, 2296.0,   7,      16.66
"{""grundfos_2"": 2303.0, ""grundfos_3"": 2303.0}"                                                ,       46,      64.01,  68.02, grundfos_3, 2303.0,  16,      17.35
"{""grundfos_0"": 2835.0, ""grundfos_1"": 2878.0, ""grundfos_3"": 2878.0}"                        ,      978,      64.0 , 238.68, grundfos_0, 2835.0, 240,      58.33
"{""grundfos_0"": 2835.0, ""grundfos_1"": 2878.0, ""grundfos_3"": 2878.0}"                        ,      978,      64.0 , 238.68, grundfos_1, 2878.0, 249,      61.01
"{""grundfos_0"": 2835.0, ""grundfos_1"": 2878.0, ""grundfos_3"": 2878.0}"                        ,      978,      64.0 , 238.68, grundfos_3, 2835.0, 240,      58.33
"{""grundfos_0"": 2835.0, ""grundfos_1"": 2878.0, ""grundfos_3"": 2878.0}"                        ,      978,      64.0 , 238.68, grundfos_3, 2878.0, 249,      61.01
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}"                        ,      649,      64.01, 158.16, grundfos_1, 2529.0, 162,      39.49
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}"                        ,      649,      64.01, 158.16, grundfos_1, 2532.0, 163,      39.69
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}"                        ,      649,      64.01, 158.16, grundfos_2, 2529.0, 162,      39.49
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}"                        ,      649,      64.01, 158.16, grundfos_3, 2529.0, 162,      39.49
"{""grundfos_0"": 2304.0, ""grundfos_2"": 2304.0, ""grundfos_3"": 2301.0}"                        ,       50,      64.03,  68.36, grundfos_0, 2304.0,  17,      17.43
"{""grundfos_0"": 2304.0, ""grundfos_2"": 2304.0, ""grundfos_3"": 2301.0}"                        ,       50,      64.03,  68.36, grundfos_2, 2304.0,  17,      17.43
"{""grundfos_0"": 2304.0, ""grundfos_2"": 2304.0, ""grundfos_3"": 2301.0}"                        ,       50,      64.03,  68.36, grundfos_3, 2293.0,   3,      16.38
"{""grundfos_0"": 2304.0, ""grundfos_2"": 2304.0, ""grundfos_3"": 2301.0}"                        ,       50,      64.03,  68.36, grundfos_3, 2301.0,  13,      17.12
"{""grundfos_1"": 2374.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2380.0}"                        ,      360,      64.01, 106.63, grundfos_1, 2374.0,  93,      27.14
"{""grundfos_1"": 2374.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2380.0}"                        ,      360,      64.01, 106.63, grundfos_2, 2363.0,  85,      25.85
"{""grundfos_1"": 2374.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2380.0}"                        ,      360,      64.01, 106.63, grundfos_3, 2363.0,  85,      25.85
"{""grundfos_1"": 2374.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2380.0}"                        ,      360,      64.01, 106.63, grundfos_3, 2380.0,  97,      27.79
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2337.0, ""grundfos_3"": 2338.0}"                        ,      245,      64.01,  89.22, grundfos_1, 2337.0,  61,      22.27
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2337.0, ""grundfos_3"": 2338.0}"                        ,      245,      64.01,  89.22, grundfos_2, 2337.0,  61,      22.27
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2337.0, ""grundfos_3"": 2338.0}"                        ,      245,      64.01,  89.22, grundfos_3, 2337.0,  61,      22.27
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2337.0, ""grundfos_3"": 2338.0}"                        ,      245,      64.01,  89.22, grundfos_3, 2338.0,  62,      22.41
"{""grundfos_0"": 2445.0, ""grundfos_1"": 2445.0, ""grundfos_3"": 2457.0}"                        ,      518,      64.0 , 133.51, grundfos_0, 2445.0, 131,      33.64
"{""grundfos_0"": 2445.0, ""grundfos_1"": 2445.0, ""grundfos_3"": 2457.0}"                        ,      518,      64.0 , 133.51, grundfos_1, 2421.0, 120,      31.69
"{""grundfos_0"": 2445.0, ""grundfos_1"": 2445.0, ""grundfos_3"": 2457.0}"                        ,      518,      64.0 , 133.51, grundfos_1, 2445.0, 131,      33.64
"{""grundfos_0"": 2445.0, ""grundfos_1"": 2445.0, ""grundfos_3"": 2457.0}"                        ,      518,      64.0 , 133.51, grundfos_3, 2457.0, 136,      34.54
"{""grundfos_0"": 2298.0, ""grundfos_1"": 2298.0, ""grundfos_2"": 2298.0, ""grundfos_3"": 2298.0}",       36,      64.03,  67.28, grundfos_0, 2298.0,   9,      16.82
"{""grundfos_0"": 2298.0, ""grundfos_1"": 2298.0, ""grundfos_2"": 2298.0, ""grundfos_3"": 2298.0}",       36,      64.03,  67.28, grundfos_1, 2298.0,   9,      16.82
"{""grundfos_0"": 2298.0, ""grundfos_1"": 2298.0, ""grundfos_2"": 2298.0, ""grundfos_3"": 2298.0}",       36,      64.03,  67.28, grundfos_2, 2298.0,   9,      16.82
"{""grundfos_0"": 2298.0, ""grundfos_1"": 2298.0, ""grundfos_2"": 2298.0, ""grundfos_3"": 2298.0}",       36,      64.03,  67.28, grundfos_3, 2298.0,   9,      16.82
"{""grundfos_0"": 2494.0, ""grundfos_1"": 2520.0, ""grundfos_2"": 2494.0}"                        ,      605,      64.02, 149.62, grundfos_0, 2494.0, 150,      37.16
"{""grundfos_0"": 2494.0, ""grundfos_1"": 2520.0, ""grundfos_2"": 2494.0}"                        ,      605,      64.02, 149.62, grundfos_1, 2483.0, 146,      36.4
"{""grundfos_0"": 2494.0, ""grundfos_1"": 2520.0, ""grundfos_2"": 2494.0}"                        ,      605,      64.02, 149.62, grundfos_1, 2520.0, 159,      38.9
"{""grundfos_0"": 2494.0, ""grundfos_1"": 2520.0, ""grundfos_2"": 2494.0}"                        ,      605,      64.02, 149.62, grundfos_2, 2494.0, 150,      37.16
"{""grundfos_0"": 2436.0, ""grundfos_2"": 2445.0, ""grundfos_3"": 2436.0}"                        ,      505,      64.0 , 131.17, grundfos_0, 2436.0, 127,      32.92
"{""grundfos_0"": 2436.0, ""grundfos_2"": 2445.0, ""grundfos_3"": 2436.0}"                        ,      505,      64.0 , 131.17, grundfos_2, 2445.0, 131,      33.64
"{""grundfos_0"": 2436.0, ""grundfos_2"": 2445.0, ""grundfos_3"": 2436.0}"                        ,      505,      64.0 , 131.17, grundfos_3, 2421.0, 120,      31.69
"{""grundfos_0"": 2436.0, ""grundfos_2"": 2445.0, ""grundfos_3"": 2436.0}"                        ,      505,      64.0 , 131.17, grundfos_3, 2436.0, 127,      32.92
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2514.0, ""grundfos_3"": 2520.0}"                        ,      632,      64.02, 154.82, grundfos_0, 2520.0, 159,      38.9
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2514.0, ""grundfos_3"": 2520.0}"                        ,      632,      64.02, 154.82, grundfos_2, 2514.0, 157,      38.51
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2514.0, ""grundfos_3"": 2520.0}"                        ,      632,      64.02, 154.82, grundfos_3, 2514.0, 157,      38.51
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2514.0, ""grundfos_3"": 2520.0}"                        ,      632,      64.02, 154.82, grundfos_3, 2520.0, 159,      38.9
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2749.0}",      884,      64.0 , 212.16, grundfos_0, 2749.0, 221,      53.04
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2749.0}",      884,      64.0 , 212.16, grundfos_1, 2749.0, 221,      53.04
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2749.0}",      884,      64.0 , 212.16, grundfos_2, 2749.0, 221,      53.04
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2749.0}",      884,      64.0 , 212.16, grundfos_3, 2749.0, 221,      53.04
"{""grundfos_1"": 2358.0, ""grundfos_2"": 2351.0, ""grundfos_3"": 2351.0}"                        ,      305,      64.01,  97.97, grundfos_1, 2350.0,  74,      24.15
"{""grundfos_1"": 2358.0, ""grundfos_2"": 2351.0, ""grundfos_3"": 2351.0}"                        ,      305,      64.01,  97.97, grundfos_1, 2358.0,  81,      25.22
"{""grundfos_1"": 2358.0, ""grundfos_2"": 2351.0, ""grundfos_3"": 2351.0}"                        ,      305,      64.01,  97.97, grundfos_2, 2351.0,  75,      24.3
"{""grundfos_1"": 2358.0, ""grundfos_2"": 2351.0, ""grundfos_3"": 2351.0}"                        ,      305,      64.01,  97.97, grundfos_3, 2351.0,  75,      24.3
"{""grundfos_0"": 2351.0, ""grundfos_1"": 2363.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2363.0}",      330,      64.01, 101.85, grundfos_0, 2351.0,  75,      24.3
"{""grundfos_0"": 2351.0, ""grundfos_1"": 2363.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2363.0}",      330,      64.01, 101.85, grundfos_1, 2363.0,  85,      25.85
"{""grundfos_0"": 2351.0, ""grundfos_1"": 2363.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2363.0}",      330,      64.01, 101.85, grundfos_2, 2363.0,  85,      25.85
"{""grundfos_0"": 2351.0, ""grundfos_1"": 2363.0, ""grundfos_2"": 2363.0, ""grundfos_3"": 2363.0}",      330,      64.01, 101.85, grundfos_3, 2363.0,  85,      25.85
