pump_combination,flow,prevalence,power,target_k
"{""67"": 827}",27.5,2.0,0.271,0.002656
"{""67"": 827}",27.5,2.0,0.271,0.002655
"{""67"": 827}",27.5,2.0,0.271,0.002654
"{""67"": 827}",27.5,2.0,0.271,0.002653
"{""67"": 827}",27.5,2.0,0.271,0.002652
"{""67"": 827}",27.6,2.0,0.271,0.002651
"{""67"": 827}",27.6,2.0,0.271,0.00265
"{""67"": 827}",27.6,2.0,0.271,0.002649
"{""67"": 827}",27.6,2.0,0.271,0.002648
"{""67"": 827}",27.6,2.0,0.271,0.002647
"{""67"": 827}",27.6,2.0,0.271,0.002646
"{""67"": 827}",27.6,2.0,0.271,0.002645
"{""67"": 827}",27.6,2.0,0.271,0.002644
"{""67"": 827}",27.6,2.0,0.271,0.002643
"{""67"": 827}",27.6,2.0,0.271,0.002642
"{""67"": 827}",27.7,2.0,0.272,0.002641
"{""67"": 827}",27.7,2.0,0.272,0.00264
"{""67"": 827}",27.7,2.0,0.272,0.002639
"{""67"": 827}",27.7,2.0,0.272,0.002638
"{""67"": 827}",27.7,2.0,0.272,0.002637
"{""67"": 827}",27.7,2.0,0.272,0.002636
"{""67"": 827}",27.7,2.0,0.272,0.002635
"{""67"": 827}",27.7,2.0,0.272,0.002634
"{""67"": 827}",27.7,2.0,0.272,0.002633
"{""67"": 828}",27.8,2.0,0.273,0.002632
"{""67"": 828}",27.8,2.0,0.273,0.002631
"{""67"": 828}",27.8,2.0,0.273,0.00263
"{""67"": 828}",27.8,2.0,0.273,0.002629
"{""67"": 828}",27.8,2.0,0.273,0.002628
"{""67"": 828}",27.8,2.0,0.273,0.002627
"{""67"": 828}",27.8,2.0,0.273,0.002626
"{""67"": 828}",27.8,2.0,0.273,0.002625
"{""67"": 828}",27.8,2.0,0.273,0.002624
"{""67"": 828}",27.9,2.0,0.273,0.002623
"{""67"": 828}",27.9,2.0,0.273,0.002622
"{""67"": 828}",27.9,2.0,0.273,0.002621
"{""67"": 828}",27.9,2.0,0.273,0.00262
"{""67"": 828}",27.9,2.0,0.273,0.002619
"{""67"": 828}",27.9,2.0,0.273,0.002618
"{""67"": 828}",27.9,2.0,0.273,0.002617
"{""67"": 828}",27.9,2.0,0.273,0.002616
"{""67"": 828}",27.9,2.0,0.273,0.002615
"{""67"": 828}",27.9,2.0,0.273,0.002614
"{""67"": 828}",28.0,2.0,0.273,0.002613
"{""67"": 828}",28.0,2.0,0.273,0.002612
"{""67"": 828}",28.0,2.0,0.273,0.002611
"{""67"": 828}",28.0,2.0,0.273,0.00261
"{""67"": 828}",28.0,2.0,0.273,0.002609
"{""67"": 828}",28.0,2.0,0.273,0.002608
"{""67"": 828}",28.0,2.0,0.273,0.002607
"{""67"": 828}",28.0,2.0,0.273,0.002606
"{""67"": 828}",28.0,2.0,0.273,0.002605
"{""67"": 828}",28.1,2.0,0.274,0.002604
"{""67"": 828}",28.1,2.0,0.274,0.002603
"{""67"": 828}",28.1,2.0,0.274,0.002602
"{""67"": 828}",28.1,2.0,0.274,0.002601
"{""67"": 828}",28.1,2.0,0.274,0.0026
"{""67"": 828}",28.1,2.0,0.274,0.002599
"{""67"": 828}",28.1,2.0,0.274,0.002598
"{""67"": 828}",28.1,2.0,0.274,0.002597
"{""67"": 847}",28.1,2.1,0.291,0.002596
"{""67"": 847}",28.1,2.1,0.291,0.002595
"{""67"": 848}",28.2,2.1,0.292,0.002594
"{""67"": 848}",28.2,2.1,0.292,0.002593
"{""67"": 848}",28.2,2.1,0.292,0.002592
"{""67"": 848}",28.2,2.1,0.292,0.002591
"{""67"": 848}",28.2,2.1,0.292,0.00259
"{""67"": 848}",28.2,2.1,0.292,0.002589
"{""67"": 848}",28.2,2.1,0.292,0.002588
"{""67"": 848}",28.2,2.1,0.292,0.002587
"{""67"": 848}",28.2,2.1,0.292,0.002586
"{""67"": 848}",28.3,2.1,0.293,0.002585
"{""67"": 848}",28.3,2.1,0.293,0.002584
"{""67"": 848}",28.3,2.1,0.293,0.002583
"{""67"": 848}",28.3,2.1,0.293,0.002582
"{""67"": 848}",28.3,2.1,0.293,0.002581
"{""67"": 848}",28.3,2.1,0.293,0.00258
"{""67"": 848}",28.3,2.1,0.293,0.002579
"{""67"": 848}",28.3,2.1,0.293,0.002578
"{""67"": 848}",28.3,2.1,0.293,0.002577
"{""67"": 848}",28.3,2.1,0.293,0.002576
"{""67"": 848}",28.4,2.1,0.293,0.002575
"{""67"": 848}",28.4,2.1,0.293,0.002574
"{""67"": 848}",28.4,2.1,0.293,0.002573
"{""67"": 848}",28.4,2.1,0.293,0.002572
"{""67"": 848}",28.4,2.1,0.293,0.002571
"{""67"": 848}",28.4,2.1,0.293,0.00257
"{""67"": 848}",28.4,2.1,0.293,0.002569
"{""67"": 848}",28.4,2.1,0.293,0.002568
"{""67"": 848}",28.4,2.1,0.293,0.002567
"{""67"": 848}",28.5,2.1,0.293,0.002566
"{""67"": 848}",28.5,2.1,0.293,0.002565
"{""67"": 848}",28.5,2.1,0.293,0.002564
"{""67"": 848}",28.5,2.1,0.293,0.002563
"{""67"": 848}",28.5,2.1,0.293,0.002562
"{""67"": 848}",28.5,2.1,0.293,0.002561
"{""67"": 848}",28.5,2.1,0.293,0.00256
"{""67"": 848}",28.5,2.1,0.293,0.002559
"{""67"": 848}",28.5,2.1,0.293,0.002558
"{""67"": 848}",28.6,2.1,0.294,0.002557
"{""67"": 848}",28.6,2.1,0.294,0.002556
"{""67"": 848}",28.6,2.1,0.294,0.002555
"{""67"": 848}",28.6,2.1,0.294,0.002554
"{""67"": 848}",28.6,2.1,0.294,0.002553
"{""67"": 848}",28.6,2.1,0.294,0.002552
"{""67"": 848}",28.6,2.1,0.294,0.002551
"{""67"": 848}",28.6,2.1,0.294,0.00255
"{""67"": 848}",28.7,2.1,0.294,0.002549
"{""67"": 848}",28.7,2.1,0.294,0.002548
"{""67"": 848}",28.7,2.1,0.294,0.002547
"{""67"": 848}",28.7,2.1,0.294,0.002546
"{""67"": 848}",28.7,2.1,0.294,0.002545
"{""67"": 848}",28.7,2.1,0.294,0.002544
"{""67"": 848}",28.7,2.1,0.294,0.002543
"{""67"": 848}",28.7,2.1,0.294,0.002542
"{""67"": 848}",28.7,2.1,0.294,0.002541
"{""67"": 848}",28.8,2.1,0.294,0.00254
"{""67"": 848}",28.8,2.1,0.294,0.002539
"{""67"": 848}",28.8,2.1,0.294,0.002538
"{""67"": 848}",28.8,2.1,0.294,0.002537
"{""67"": 848}",28.8,2.1,0.294,0.002536
"{""67"": 848}",28.8,2.1,0.294,0.002535
"{""67"": 848}",28.8,2.1,0.294,0.002534
"{""67"": 848}",28.8,2.1,0.294,0.002533
"{""67"": 848}",28.8,2.1,0.294,0.002532
"{""67"": 849}",28.9,2.1,0.295,0.002531
"{""67"": 849}",28.9,2.1,0.295,0.00253
"{""67"": 849}",28.9,2.1,0.295,0.002529
"{""67"": 849}",28.9,2.1,0.295,0.002528
"{""67"": 849}",28.9,2.1,0.295,0.002527
"{""67"": 849}",28.9,2.1,0.295,0.002526
"{""67"": 849}",28.9,2.1,0.295,0.002525
"{""67"": 849}",28.9,2.1,0.295,0.002524
"{""67"": 849}",28.9,2.1,0.295,0.002523
"{""67"": 849}",28.9,2.1,0.295,0.002522
"{""67"": 849}",29.0,2.1,0.296,0.002521
"{""67"": 849}",29.0,2.1,0.296,0.00252
"{""67"": 849}",29.0,2.1,0.296,0.002519
"{""67"": 849}",29.0,2.1,0.296,0.002518
"{""67"": 849}",29.0,2.1,0.296,0.002517
"{""67"": 849}",29.0,2.1,0.296,0.002516
"{""67"": 849}",29.0,2.1,0.296,0.002515
"{""67"": 849}",29.0,2.1,0.296,0.002514
"{""67"": 849}",29.1,2.1,0.296,0.002513
"{""67"": 849}",29.1,2.1,0.296,0.002512
"{""67"": 849}",29.1,2.1,0.296,0.002511
"{""67"": 849}",29.1,2.1,0.296,0.00251
"{""67"": 849}",29.1,2.1,0.296,0.002509
"{""67"": 849}",29.1,2.1,0.296,0.002508
"{""67"": 849}",29.1,2.1,0.296,0.002507
"{""67"": 849}",29.1,2.1,0.296,0.002506
"{""67"": 849}",29.1,2.1,0.296,0.002505
"{""67"": 849}",29.2,2.1,0.296,0.002504
"{""67"": 849}",29.2,2.1,0.296,0.002503
"{""67"": 849}",29.2,2.1,0.296,0.002502
"{""67"": 849}",29.2,2.1,0.296,0.002501
"{""67"": 849}",29.2,2.1,0.296,0.0025
"{""67"": 849}",29.2,2.1,0.296,0.002499
"{""67"": 849}",29.2,2.1,0.296,0.002498
"{""67"": 849}",29.2,2.1,0.296,0.002497
"{""67"": 849}",29.2,2.1,0.296,0.002496
"{""67"": 849}",29.3,2.1,0.297,0.002495
"{""67"": 849}",29.3,2.1,0.297,0.002494
"{""67"": 849}",29.3,2.1,0.297,0.002493
"{""67"": 849}",29.3,2.1,0.297,0.002492
"{""67"": 849}",29.3,2.1,0.297,0.002491
"{""67"": 849}",29.3,2.1,0.297,0.00249
"{""67"": 849}",29.3,2.1,0.297,0.002489
"{""67"": 849}",29.3,2.1,0.297,0.002488
"{""67"": 849}",29.4,2.1,0.297,0.002487
"{""67"": 849}",29.4,2.1,0.297,0.002486
"{""67"": 849}",29.4,2.1,0.297,0.002485
"{""67"": 849}",29.4,2.1,0.297,0.002484
"{""67"": 849}",29.4,2.1,0.297,0.002483
"{""67"": 849}",29.4,2.1,0.297,0.002482
"{""67"": 849}",29.4,2.1,0.297,0.002481
"{""67"": 849}",29.4,2.1,0.297,0.00248
"{""67"": 849}",29.5,2.1,0.297,0.002479
"{""67"": 849}",29.5,2.1,0.297,0.002478
"{""67"": 849}",29.5,2.1,0.297,0.002477
"{""67"": 849}",29.5,2.1,0.297,0.002476
"{""67"": 849}",29.5,2.1,0.297,0.002475
"{""67"": 849}",29.5,2.1,0.297,0.002474
"{""67"": 868}",29.5,2.2,0.316,0.002473
"{""67"": 868}",29.5,2.2,0.316,0.002472
"{""67"": 868}",29.5,2.2,0.316,0.002471
"{""67"": 868}",29.5,2.2,0.316,0.00247
"{""67"": 869}",29.6,2.2,0.317,0.002469
"{""67"": 869}",29.6,2.2,0.317,0.002468
"{""67"": 869}",29.6,2.2,0.317,0.002467
"{""67"": 869}",29.6,2.2,0.317,0.002466
"{""67"": 869}",29.6,2.2,0.317,0.002465
"{""67"": 869}",29.6,2.2,0.317,0.002464
"{""67"": 869}",29.6,2.2,0.317,0.002463
"{""67"": 869}",29.6,2.2,0.317,0.002462
"{""67"": 869}",29.7,2.2,0.317,0.002461
"{""67"": 869}",29.7,2.2,0.317,0.00246
"{""67"": 869}",29.7,2.2,0.317,0.002459
"{""67"": 869}",29.7,2.2,0.317,0.002458
"{""67"": 869}",29.7,2.2,0.317,0.002457
"{""67"": 869}",29.7,2.2,0.317,0.002456
"{""67"": 869}",29.7,2.2,0.317,0.002455
"{""67"": 869}",29.7,2.2,0.317,0.002454
"{""67"": 869}",29.8,2.2,0.317,0.002453
"{""67"": 869}",29.8,2.2,0.317,0.002452
"{""67"": 869}",29.8,2.2,0.317,0.002451
"{""67"": 869}",29.8,2.2,0.317,0.00245
"{""67"": 869}",29.8,2.2,0.317,0.002449
"{""67"": 869}",29.8,2.2,0.317,0.002448
"{""67"": 869}",29.8,2.2,0.317,0.002447
"{""67"": 869}",29.8,2.2,0.317,0.002446
"{""67"": 869}",29.9,2.2,0.318,0.002445
"{""67"": 869}",29.9,2.2,0.318,0.002444
"{""67"": 869}",29.9,2.2,0.318,0.002443
"{""67"": 869}",29.9,2.2,0.318,0.002442
"{""67"": 869}",29.9,2.2,0.318,0.002441
"{""67"": 869}",29.9,2.2,0.318,0.00244
"{""67"": 869}",29.9,2.2,0.318,0.002439
"{""67"": 869}",29.9,2.2,0.318,0.002438
"{""67"": 869}",29.9,2.2,0.318,0.002437
"{""67"": 869}",30.0,2.2,0.318,0.002436
"{""67"": 869}",30.0,2.2,0.318,0.002435
"{""67"": 869}",30.0,2.2,0.318,0.002434
"{""67"": 869}",30.0,2.2,0.318,0.002433
"{""67"": 869}",30.0,2.2,0.318,0.002432
"{""67"": 869}",30.0,2.2,0.318,0.002431
"{""67"": 869}",30.0,2.2,0.318,0.00243
"{""67"": 869}",30.0,2.2,0.318,0.002429
"{""67"": 869}",30.1,2.2,0.318,0.002428
"{""67"": 869}",30.1,2.2,0.318,0.002427
"{""67"": 869}",30.1,2.2,0.318,0.002426
"{""67"": 869}",30.1,2.2,0.318,0.002425
"{""67"": 869}",30.1,2.2,0.318,0.002424
"{""67"": 869}",30.1,2.2,0.318,0.002423
"{""67"": 869}",30.1,2.2,0.318,0.002422
"{""67"": 869}",30.1,2.2,0.318,0.002421
"{""67"": 869}",30.2,2.2,0.319,0.00242
"{""67"": 869}",30.2,2.2,0.319,0.002419
"{""67"": 869}",30.2,2.2,0.319,0.002418
"{""67"": 869}",30.2,2.2,0.319,0.002417
"{""67"": 869}",30.2,2.2,0.319,0.002416
"{""67"": 869}",30.2,2.2,0.319,0.002415
"{""67"": 869}",30.2,2.2,0.319,0.002414
"{""67"": 869}",30.2,2.2,0.319,0.002413
"{""67"": 869}",30.2,2.2,0.319,0.002412
"{""67"": 870}",30.3,2.2,0.32,0.002411
"{""67"": 870}",30.3,2.2,0.32,0.00241
"{""67"": 870}",30.3,2.2,0.32,0.002409
"{""67"": 870}",30.3,2.2,0.32,0.002408
"{""67"": 870}",30.3,2.2,0.32,0.002407
"{""67"": 870}",30.3,2.2,0.32,0.002406
"{""67"": 870}",30.3,2.2,0.32,0.002405
"{""67"": 870}",30.4,2.2,0.32,0.002404
"{""67"": 870}",30.4,2.2,0.32,0.002403
"{""67"": 870}",30.4,2.2,0.32,0.002402
"{""67"": 870}",30.4,2.2,0.32,0.002401
"{""67"": 870}",30.4,2.2,0.32,0.0024
"{""67"": 870}",30.4,2.2,0.32,0.002399
"{""67"": 870}",30.4,2.2,0.32,0.002398
"{""67"": 870}",30.4,2.2,0.32,0.002397
"{""67"": 870}",30.5,2.2,0.321,0.002396
"{""67"": 870}",30.5,2.2,0.321,0.002395
"{""67"": 870}",30.5,2.2,0.321,0.002394
"{""67"": 870}",30.5,2.2,0.321,0.002393
"{""67"": 870}",30.5,2.2,0.321,0.002392
"{""67"": 870}",30.5,2.2,0.321,0.002391
"{""67"": 870}",30.5,2.2,0.321,0.00239
"{""67"": 870}",30.5,2.2,0.321,0.002389
"{""67"": 870}",30.6,2.2,0.321,0.002388
"{""67"": 870}",30.6,2.2,0.321,0.002387
"{""67"": 870}",30.6,2.2,0.321,0.002386
"{""67"": 870}",30.6,2.2,0.321,0.002385
"{""67"": 870}",30.6,2.2,0.321,0.002384
"{""67"": 870}",30.6,2.2,0.321,0.002383
"{""67"": 870}",30.6,2.2,0.321,0.002382
"{""67"": 870}",30.6,2.2,0.321,0.002381
"{""67"": 870}",30.7,2.2,0.321,0.00238
"{""67"": 870}",30.7,2.2,0.321,0.002379
"{""67"": 870}",30.7,2.2,0.321,0.002378
"{""67"": 870}",30.7,2.2,0.321,0.002377
"{""67"": 870}",30.7,2.2,0.321,0.002376
"{""67"": 870}",30.7,2.2,0.321,0.002375
"{""67"": 870}",30.7,2.2,0.321,0.002374
"{""67"": 870}",30.7,2.2,0.321,0.002373
"{""67"": 870}",30.8,2.2,0.322,0.002372
"{""67"": 870}",30.8,2.2,0.322,0.002371
"{""67"": 870}",30.8,2.2,0.322,0.00237
"{""67"": 870}",30.8,2.2,0.322,0.002369
"{""67"": 870}",30.8,2.2,0.322,0.002368
"{""67"": 870}",30.8,2.2,0.322,0.002367
"{""67"": 870}",30.8,2.2,0.322,0.002366
